"","age","agekdbrn","coninc","nummen","numwomen","sibs","size","weekswrk","ADULTS","ATTEND","BABIES","CLASS","CLOSEBLK","CLOSEWHT","COMPREND","COURTS","DEGREE","EARNRS","FINALTER","FINRELA","FUND","HAPPY","HEALTH","INCOM16","MADEG","NATCHLD","NATENRGY","NATMASS","NATPARK","NATROAD","NATSCI","NATSOC","PADEG","PARTNERS","PARTNERS5","POLVIEWS","PRAY","PRETEEN","RANK","RELACTIV","RELITEN","RELPERSN","SATFIN","SATJOB","SEXFREQ","SPRTPRSN","TEENS","VETYEARS","aidscndm","aidslook","ballot","bible","born","cappun","condom","consent","coop","CSHUTYP10","dipged","dwelling","ethnum","evcrack","evpaidsx","evstray","famgen","family16","fear","feeused","gender1","god","hhrace","hivtest","hunt","mar1","mar2","matesex","mawrkgrw","mobile16","othlang","owngun","partfull","partyid","pawrkslf","phone","postlife","raclive","racopen","reborn","reg16","relate2","relatsex","res16","rplace","sex","sexornt","srcbelt","VOTE08","whoelse1","whoelse2","whoelse3","whoelse4","whoelse5","wksub","wksup","wrkgovt","xnorcsiz"
"30",54,36,33255,0,3,3,NA,NA,NA,NA,0,2,5,5,NA,NA,NA,1,1,3,NA,1,4,3,5,1,1,1,1,1,1,2,5,NA,2,1,1,0,4,1,1,1,1,NA,NA,1,0,1,NA,NA,"BALLOT C",NA,"yes","oppose",NA,NA,"FRIENDLY,INTERESTED",NA,NA,"DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+","yes","no","no","1 GEN","MOTHER & FATHER","yes",NA,NA,NA,"white",NA,"neither",NA,NA,NA,NA,"SAME CITY","no","no",NA,"IND,NEAR DEM","SOMEONE ELSE","PHONE ELSEWHERE","no","yes",NA,NA,"MIDDLE ATLANTIC",NA,"YES, IN RELATIONSHIP","BIG-CITY SUBURB","HEAD OF HOUSEHOLD",NA,"Heterosexual or straight","SUBURB, 12 LRGST","Voted","no","no","no","no","no","yes","no",NA,"SUBURB, LRG CITY"
"31",NA,NA,73900,9,0,NA,84,0,NA,2,0,3,5,NA,2,2,4,1,NA,3,1,2,NA,4,NA,1,NA,3,1,1,3,1,NA,2,NA,6,NA,0,5,3,1,1,NA,NA,4,4,NA,NA,"Yes","Yes",NA,NA,"yes",NA,NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED",NA,"High School diploma",NA,"NAMES 1",NA,"no",NA,NA,"MOTHER & FATHER","yes","YES, MONEY","female","SOME HIGHER POWER","white",NA,"neither","married","married","yes","yes","SAME CITY",NA,"no",NA,"independent","SELF-EMPLOYED",NA,NA,"no",NA,"no","MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","BIG-CITY SUBURB",NA,"female","Heterosexual or straight","SUBURB, 12 LRGST","Voted","no","no",NA,"no","no",NA,NA,NA,"SUBURB, LRG CITY"
"32",NA,17,NA,3,0,11,84,52,NA,7,NA,3,NA,5,2,1,4,NA,NA,NA,2,2,3,1,NA,1,1,NA,2,2,3,NA,2,NA,2,5,NA,0,NA,3,4,NA,3,3,NA,3,NA,NA,"Yes","Yes",NA,"WORD OF GOD","yes","oppose",NA,NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,NA,"NAMES 1","no",NA,NA,"2 GENS, CHILDREN","MOTHER & STPFATHER",NA,"YES, MONEY","female",NA,"white","Yes",NA,"divorced","NEVER MARRIED","yes","yes","SAME ST,DIF CITY","yes","no","FULL-TIME","IND,NEAR DEM",NA,NA,"yes",NA,"CANT DISCRIMINATE","no","MIDDLE ATLANTIC","child","YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD",NA,"Heterosexual or straight","SUBURB, 12 LRGST",NA,"no","no","no","no","no","yes","yes","private","SUBURB, LRG CITY"
"33",54,NA,160742.21785,17,0,2,84,52,1,3,0,NA,5,NA,NA,1,4,1,NA,4,2,NA,3,NA,1,2,1,1,2,NA,NA,NA,NA,2,4,4,5,0,NA,NA,2,2,3,1,3,3,0,1,NA,NA,NA,NA,NA,"oppose",NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,"High School diploma",NA,"NAMES 1","no","no","NEVER MARRIED","1 GEN","MOTHER & FATHER","yes","no","female",NA,NA,"No","neither","NEVER MARRIED",NA,"yes","yes",NA,NA,"no","FULL-TIME","NOT STR REPUBLICAN","SOMEONE ELSE","PHONE IN HOME","yes","yes",NA,"no","MIDDLE ATLANTIC",NA,NA,NA,"HEAD OF HOUSEHOLD","female","Heterosexual or straight",NA,"Voted",NA,NA,NA,NA,"no","yes","no","private","SUBURB, LRG CITY"
"34",47,27,NA,0,NA,NA,NA,NA,NA,4,0,2,8,8,3,1,4,4,2,3,NA,1,NA,3,NA,3,1,1,1,NA,3,1,1,NA,2,NA,6,1,4,1,NA,3,NA,3,NA,NA,NA,1,"Yes","No","BALLOT C","INSPIRED WORD","yes",NA,NA,"R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","NAMES 1","no",NA,NA,"2 GENS, CHILDREN",NA,"no","no","male","KNOW GOD EXISTS","ASIATIC, ORIENTAL","No","neither",NA,"married",NA,NA,NA,"yes","no",NA,NA,"SELF-EMPLOYED","cellphone",NA,"yes","CANT DISCRIMINATE","no","foreign","spouse","YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight","SUBURB, 12 LRGST","Did not vote",NA,"no",NA,"no",NA,"no","yes","private",NA
"35",NA,25,40645,NA,NA,10,84,0,NA,8,0,2,NA,NA,NA,1,2,3,2,3,NA,1,NA,2,1,NA,1,1,NA,2,3,1,NA,NA,NA,NA,4,0,NA,1,NA,2,2,3,6,2,NA,1,"Yes",NA,NA,"INSPIRED WORD","no","favor",NA,NA,NA,"LIVING IN HOUSEHOLD","High School diploma",NA,"NAMES 1","no","no",NA,"2 GENS, CHILDREN","MOTHER & FATHER",NA,NA,"male","KNOW GOD EXISTS","white","Yes",NA,"married","married",NA,"yes",NA,"yes",NA,NA,"NOT STR DEMOCRAT",NA,NA,"no","yes",NA,"no","foreign","spouse",NA,NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight","SUBURB, 12 LRGST","Voted","no","no","no","no","no","yes","no",NA,NA
"36",NA,24,NA,1,NA,NA,17,52,3,NA,NA,1,9,7,NA,2,2,4,2,1,1,NA,NA,1,2,1,NA,NA,1,2,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,3,1,NA,NA,3,1,1,"Yes","Yes","BALLOT C",NA,"no",NA,"USED LAST TIME",NA,"cooperative",NA,"High School diploma",NA,"NAMES 1","no","no","no",NA,"MOTHER & FATHER","no","YES, MONEY",NA,NA,NA,"Yes","neither","married","married",NA,"yes","SAME CITY","no",NA,"FULL-TIME",NA,"SOMEONE ELSE","PHONE IN HOME",NA,"yes","neither","yes","MIDDLE ATLANTIC","spouse",NA,NA,"child",NA,NA,"SUBURB, 12 LRGST",NA,"yes","yes","no","yes","no",NA,"no","private",NA
"37",38,NA,49882.5,1,1,9,NA,52,3,9,NA,1,NA,6,1,NA,1,3,2,2,NA,NA,3,3,NA,1,NA,NA,1,2,3,2,1,2,2,3,6,1,5,8,4,3,2,4,5,4,NA,1,"Yes","No","BALLOT A","INSPIRED WORD","no","oppose",NA,"R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD",NA,NA,NA,"no",NA,"NEVER MARRIED",NA,"MOTHER & FATHER",NA,"no",NA,"KNOW GOD EXISTS","OTHER, MIXED","No","neither",NA,"NEVER MARRIED","yes","no","DIFFERENT STATE","yes","no","FULL-TIME",NA,"SOMEONE ELSE","cellphone","yes","yes","CANT DISCRIMINATE","yes","E. SOU. CENTRAL","NON-RELATIVE","YES, IN RELATIONSHIP","farm","HEAD OF HOUSEHOLD","female","Heterosexual or straight","SUBURB, 12 LRGST",NA,"yes",NA,"yes",NA,"no",NA,"no","private","UNINC,LRG CITY"
"38",NA,NA,73900,NA,12,1,17,50,2,1,NA,1,NA,NA,2,NA,2,1,3,NA,1,NA,NA,4,NA,NA,2,2,NA,NA,NA,3,2,NA,5,4,1,1,5,NA,NA,1,2,4,NA,NA,1,1,NA,NA,NA,"BOOK OF FABLES","yes","favor","NOT USED",NA,"FRIENDLY,INTERESTED",NA,"High School diploma","DETACHED 1-FAM HOUSE",NA,"yes","no",NA,"2 GENS, CHILDREN",NA,NA,"no",NA,"SOME HIGHER POWER","white","Yes",NA,NA,"married",NA,"yes",NA,"no",NA,NA,NA,NA,NA,"no","yes",NA,NA,"MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","TOWN LT 50000",NA,"male","Heterosexual or straight","SUBURB, 12 LRGST","Did not vote","yes",NA,NA,"no","yes",NA,NA,"private","UNINC,LRG CITY"
"39",69,19,24017.5,3,NA,3,17,NA,NA,6,NA,NA,NA,9,2,1,1,NA,NA,3,NA,NA,2,2,2,NA,2,2,2,1,1,NA,NA,NA,2,NA,6,0,5,5,1,3,NA,NA,NA,4,NA,1,NA,"Yes","BALLOT C","WORD OF GOD","yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,NA,NA,"yes",NA,"FEMALE RELATIVE","yes","YES, MONEY","female","KNOW GOD EXISTS","white","No","neither","widowed",NA,NA,NA,NA,"no","no","PART-TIME","NOT STR REPUBLICAN",NA,"cellphone",NA,"yes","CANT DISCRIMINATE","yes",NA,NA,"YES, IN RELATIONSHIP","BIG-CITY SUBURB","HEAD OF HOUSEHOLD","female","Heterosexual or straight","SUBURB, 12 LRGST",NA,NA,"no",NA,NA,NA,NA,"no","private","UNINC,LRG CITY"
"40",35,33,160742.21785,0,15,0,17,52,2,5,NA,3,NA,9,3,1,4,2,2,4,2,2,3,NA,2,3,2,2,2,2,NA,1,NA,2,2,2,2,0,4,3,NA,NA,3,3,NA,2,0,1,NA,NA,NA,NA,NA,"favor","NOT USED",NA,"cooperative","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE",NA,"no","no",NA,NA,"MOTHER & FATHER",NA,"no",NA,"BELIEVE BUT DOUBTS",NA,NA,NA,"married",NA,"yes",NA,"SAME ST,DIF CITY","no",NA,"FULL-TIME",NA,"SOMEONE ELSE","PHONE IN HOME",NA,"yes","CANT DISCRIMINATE","no","MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","TOWN LT 50000","HEAD OF HOUSEHOLD","male","Heterosexual or straight",NA,"Voted","yes","no","no","no","no","yes","yes",NA,"UNINC,LRG CITY"
"41",61,32,NA,NA,NA,NA,43,48,2,NA,NA,3,7,NA,2,2,4,2,2,4,1,3,3,3,2,2,2,1,1,1,1,2,2,2,2,4,2,NA,4,7,2,2,3,4,5,NA,0,1,"Yes","Yes","BALLOT A","INSPIRED WORD","yes","favor","NOT USED",NA,NA,NA,"High School diploma",NA,NA,"no","no","no","1 GEN","MOTHER & FATHER","no","no","male","KNOW GOD EXISTS","white","No",NA,NA,"married",NA,"yes","DIFFERENT STATE",NA,"yes","PART-TIME","IND,NEAR REP","SELF-EMPLOYED",NA,"yes","yes","CANT DISCRIMINATE",NA,"E. NOR. CENTRAL","spouse","YES, IN RELATIONSHIP","CITY GT 250000","spouse","female","Heterosexual or straight","SUBURB, 12 LRGST","Voted","no",NA,NA,"no",NA,"yes","yes","private","UNINC,LRG CITY"
"42",NA,21,40645,NA,NA,1,NA,NA,3,8,0,3,5,9,3,1,NA,NA,1,2,NA,NA,NA,NA,NA,2,1,NA,2,1,2,1,1,NA,NA,NA,5,0,4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"BALLOT A","INSPIRED WORD","yes",NA,NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","NAMES 1",NA,NA,NA,"2 GENS, CHILDREN","MOTHER & FATHER",NA,"YES, MONEY","male",NA,"white",NA,"neither","married","married",NA,"no","DIFFERENT STATE",NA,NA,NA,"STRONG REPUBLICAN","SOMEONE ELSE","PHONE IN HOME","yes",NA,NA,"no",NA,"spouse",NA,"CITY GT 250000",NA,"male",NA,"SUBURB, 12 LRGST",NA,"no",NA,"no","no","no","yes",NA,"government","UNINC,LRG CITY"
"43",59,NA,NA,NA,NA,3,43,0,2,5,0,NA,NA,NA,NA,1,1,1,2,NA,3,NA,1,2,NA,NA,2,NA,NA,NA,2,2,1,NA,NA,NA,6,0,NA,4,4,NA,2,NA,NA,NA,0,1,NA,NA,NA,"WORD OF GOD","yes","favor",NA,"R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","NAMES 1","no",NA,"NEVER MARRIED","1 GEN",NA,"no",NA,NA,NA,"white","No","neither",NA,"NEVER MARRIED",NA,NA,"SAME CITY","no","no",NA,"independent","SOMEONE ELSE","cellphone","yes","yes","CANT DISCRIMINATE","yes","MIDDLE ATLANTIC","OTHER RELATIVE",NA,"BIG-CITY SUBURB",NA,"male",NA,NA,"Did not vote","no","no","no",NA,"no",NA,NA,NA,"UNINC,LRG CITY"
"44",26,NA,NA,NA,NA,NA,NA,NA,3,1,0,NA,NA,NA,2,3,NA,3,3,NA,1,2,NA,NA,2,1,1,3,2,NA,NA,2,NA,NA,NA,1,NA,0,NA,NA,1,1,NA,4,7,1,NA,NA,NA,NA,NA,"other",NA,NA,"USED LAST TIME",NA,"RESTLESS,IMPATIENT","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CANNOT CHOOSE 1",NA,"no","NEVER MARRIED","2 GENS, CHILDREN","MOTHER & FATHER",NA,"no",NA,"DONT BELIEVE","white","Yes",NA,"married",NA,"yes","yes","SAME CITY",NA,NA,"FULL-TIME",NA,"SOMEONE ELSE","PHONE IN HOME",NA,"yes",NA,"no","MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","BIG-CITY SUBURB","child",NA,"Heterosexual or straight","SUBURB, 12 LRGST",NA,NA,"no","no","no",NA,NA,"no",NA,"UNINC,LRG CITY"
"45",50,36,88680,10,0,NA,43,52,NA,NA,0,NA,NA,NA,2,1,4,1,NA,NA,2,2,NA,3,NA,NA,NA,2,NA,1,NA,NA,2,2,NA,2,6,0,1,1,4,3,2,4,5,NA,0,NA,"Yes",NA,"BALLOT C","INSPIRED WORD",NA,NA,"USED LAST TIME",NA,"FRIENDLY,INTERESTED",NA,"High School diploma","DETACHED 1-FAM HOUSE","NAMES 1",NA,NA,NA,"1 GEN","MOTHER & FATHER","yes",NA,"female","KNOW GOD EXISTS","white","No","neither",NA,NA,"yes","yes","SAME ST,DIF CITY","no","no",NA,"STRONG REPUBLICAN","SOMEONE ELSE","cellphone",NA,NA,"CANT DISCRIMINATE","yes","MIDDLE ATLANTIC",NA,"YES, IN RELATIONSHIP","BIG-CITY SUBURB","HEAD OF HOUSEHOLD","female","Heterosexual or straight","SUBURB, 12 LRGST","Voted","no","no","no","no","yes","yes",NA,"private",NA
"46",43,17,NA,NA,0,3,43,NA,1,3,NA,NA,9,5,3,NA,2,NA,NA,2,3,NA,NA,NA,2,NA,1,2,2,2,2,NA,NA,2,NA,2,NA,NA,NA,NA,2,NA,1,4,5,1,1,1,"Yes",NA,"BALLOT C",NA,NA,"oppose","NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED",NA,"LIVING IN HOUSEHOLD","High School diploma","APARTMENT HOUSE","NAMES 1","no",NA,NA,"2 GENS, CHILDREN","MOTHER & FATHER","no",NA,NA,NA,NA,"Yes",NA,NA,"NEVER MARRIED","yes",NA,"SAME CITY","no","no","FULL-TIME","STRONG DEMOCRAT",NA,"cellphone","yes",NA,"CANT DISCRIMINATE","yes","MIDDLE ATLANTIC",NA,"YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","female",NA,"SUBURB, 12 LRGST","Voted",NA,"no","no",NA,"no",NA,"yes","government","UNINC,LRG CITY"
"47",30,NA,40645,0,16,NA,43,52,1,NA,0,3,7,9,3,2,NA,1,2,3,2,2,NA,NA,2,1,1,2,NA,1,NA,1,NA,3,6,6,1,0,NA,1,NA,2,2,3,6,NA,NA,1,"Yes","Yes","BALLOT A","INSPIRED WORD","yes","favor","NOT USED",NA,"FRIENDLY,INTERESTED",NA,NA,NA,NA,NA,"no","NEVER MARRIED","1 GEN","MOTHER & FATHER","no","YES, MONEY",NA,NA,NA,"No","neither","NEVER MARRIED",NA,"yes","yes","SAME CITY",NA,NA,"FULL-TIME","NOT STR REPUBLICAN","SOMEONE ELSE","cellphone","yes","yes","OWNER DECIDES",NA,NA,NA,"YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight","SUBURB, 12 LRGST","Voted",NA,NA,NA,NA,"no",NA,NA,"private","UNINC,LRG CITY"
"48",59,30,73900,0,3,7,43,52,2,NA,0,NA,6,6,2,1,2,2,2,3,2,2,4,2,1,1,NA,1,3,1,3,2,NA,NA,NA,NA,NA,0,5,NA,NA,NA,3,4,1,1,NA,1,"Yes","No",NA,"WORD OF GOD","no","favor","USED LAST TIME",NA,"cooperative","LIVING IN HOUSEHOLD","ged","DETACHED 1-FAM HOUSE",NA,NA,"no","no","1 GEN",NA,NA,NA,"male",NA,NA,NA,"neither","married","married","yes","no","DIFFERENT STATE",NA,NA,NA,NA,NA,"cellphone",NA,"yes",NA,NA,"foreign","spouse",NA,"farm","HEAD OF HOUSEHOLD","male","Heterosexual or straight","SUBURB, 12 LRGST","Voted",NA,"no","no",NA,"no",NA,NA,"private","UNINC,LRG CITY"
"49",NA,NA,NA,NA,0,2,43,52,2,1,0,3,5,7,NA,1,5,2,1,3,1,2,3,NA,2,NA,NA,2,2,2,NA,NA,NA,2,NA,4,1,NA,5,1,NA,1,2,NA,NA,2,0,1,NA,NA,NA,NA,"no","oppose","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,"High School diploma","DETACHED 1-FAM HOUSE",NA,"no","no","no","1 GEN","MOTHER & FATHER",NA,"no","male",NA,"white",NA,"neither",NA,"married","yes","yes","DIFFERENT STATE",NA,"no",NA,"NOT STR DEMOCRAT","SOMEONE ELSE","PHONE IN HOME",NA,"no","CANT DISCRIMINATE","no",NA,"spouse",NA,"BIG-CITY SUBURB","spouse","female",NA,NA,"Ineligible",NA,NA,"no","no","yes","yes",NA,"private","UNINC,LRG CITY"
"50",32,27,27712.5,0,1,4,14,NA,NA,6,1,2,NA,5,NA,3,2,2,1,2,2,3,4,1,2,NA,3,2,2,2,NA,2,1,1,NA,3,3,0,6,1,2,3,3,3,6,NA,0,NA,"Yes","No","BALLOT A","INSPIRED WORD","no",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD","High School diploma","APARTMENT HOUSE","NAMES 1",NA,NA,NA,"2 GENS, CHILDREN",NA,"no","no","male","BELIEVE SOMETIMES",NA,"No",NA,"married",NA,NA,"no","DIFFERENT STATE",NA,"no","FULL-TIME","NOT STR DEMOCRAT",NA,NA,NA,NA,NA,"yes",NA,"spouse","YES, IN RELATIONSHIP","TOWN LT 50000","HEAD OF HOUSEHOLD","male",NA,"SUBURB, 12 LRGST",NA,"yes","no","yes","no","no",NA,"no",NA,"SUBURB, LRG CITY"
"51",52,25,160742.21785,2,0,3,NA,52,NA,1,0,2,NA,NA,NA,NA,NA,5,1,NA,1,1,NA,NA,1,1,1,1,2,NA,2,NA,NA,2,2,3,NA,0,NA,1,NA,1,2,NA,3,NA,0,1,"Yes","Yes","BALLOT B",NA,"no","favor",NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED",NA,"High School diploma",NA,"NAMES 1","no","no","no",NA,"MOTHER & FATHER",NA,NA,"female","SOME HIGHER POWER",NA,NA,NA,NA,"married",NA,NA,"SAME ST,DIF CITY","yes",NA,"FULL-TIME","independent","SOMEONE ELSE","cellphone",NA,"yes",NA,NA,"MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","TOWN LT 50000","HEAD OF HOUSEHOLD","female","Heterosexual or straight","SUBURB, 12 LRGST","Voted",NA,"no","no","no",NA,"yes","yes","private",NA
"52",42,39,73900,0,7,2,14,NA,2,3,NA,3,5,5,NA,2,NA,2,NA,4,NA,2,NA,3,4,1,2,2,2,1,NA,2,NA,2,NA,1,NA,0,4,3,1,2,3,3,4,1,0,1,NA,"Yes",NA,"BOOK OF FABLES","yes","oppose","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","2 UNITS SIDE BY SIDE",NA,NA,"no","no",NA,NA,"yes","no","female","NO WAY TO FIND OUT","white","Yes","neither","married","married",NA,"yes","SAME CITY","no",NA,NA,"STRONG DEMOCRAT",NA,"PHONE IN HOME",NA,"yes",NA,"no","MIDDLE ATLANTIC",NA,NA,"TOWN LT 50000",NA,"male","Heterosexual or straight","SUBURB, 12 LRGST","Voted",NA,NA,NA,"no","no","yes",NA,"private",NA
"53",29,NA,NA,0,20,2,14,NA,NA,NA,0,2,9,NA,2,1,3,2,3,NA,1,2,3,1,4,2,1,2,2,1,1,NA,1,3,4,2,NA,0,6,2,1,1,1,4,4,1,NA,1,NA,NA,"BALLOT C","BOOK OF FABLES","no","favor","USED LAST TIME","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED",NA,"LIVING IN HOUSEHOLD","High School diploma","APARTMENT HOUSE","NAMES 1","no",NA,"yes","1 GEN",NA,"no","YES, MONEY","male","DONT BELIEVE","OTHER, MIXED","Yes","neither","married","married",NA,"yes",NA,"yes","no",NA,NA,NA,"PHONE IN HOME","no","yes","CANT DISCRIMINATE","no","MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","BIG-CITY SUBURB","HEAD OF HOUSEHOLD",NA,NA,NA,NA,"no","no",NA,NA,"no",NA,"yes","private",NA
"54",NA,NA,NA,2,0,1,14,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,1,NA,NA,2,NA,3,1,3,2,2,NA,2,1,NA,NA,1,NA,4,NA,0,3,5,NA,3,NA,4,NA,NA,0,NA,NA,NA,"BALLOT B","INSPIRED WORD","yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE",NA,NA,"no","no","1 GEN","MOTHER & FATHER",NA,"no","female",NA,"white","No",NA,NA,NA,NA,"no","SAME CITY","no",NA,NA,"independent",NA,NA,"yes","no",NA,"no",NA,NA,"NO, NO RELATIONSHIP",NA,NA,"female","Heterosexual or straight","SUBURB, 12 LRGST","Voted","no",NA,"no","no","no",NA,NA,"private","SUBURB, LRG CITY"
"55",51,NA,160742.21785,0,1,3,NA,52,2,NA,0,3,3,NA,NA,2,5,2,NA,4,NA,2,3,4,2,NA,1,2,2,NA,NA,3,NA,2,2,NA,1,NA,NA,2,NA,1,3,4,3,1,0,4,NA,"Yes","BALLOT A",NA,"no",NA,"NOT USED",NA,"cooperative","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE",NA,"no","no","no","1 GEN","MOTHER & FATHER","no",NA,"male",NA,"ASIATIC, ORIENTAL","No","neither",NA,"married",NA,"no",NA,"yes","no","FULL-TIME",NA,"SOMEONE ELSE",NA,NA,"yes","CANT DISCRIMINATE","no",NA,"spouse","YES, IN RELATIONSHIP",NA,NA,"male",NA,NA,"Ineligible","no","no","no",NA,"no",NA,"no","private","SUBURB, LRG CITY"
"56",24,NA,4803.5,13,0,2,NA,NA,2,6,0,2,7,NA,3,NA,4,2,NA,2,3,3,4,2,NA,1,NA,2,2,2,NA,NA,NA,3,6,2,NA,NA,NA,1,2,NA,2,3,2,4,0,1,NA,NA,"BALLOT A","INSPIRED WORD","yes","oppose",NA,NA,"FRIENDLY,INTERESTED",NA,"High School diploma",NA,"CANNOT CHOOSE 1",NA,"no",NA,"1 GEN",NA,NA,"no","female","BELIEVE BUT DOUBTS","black",NA,"neither","NEVER MARRIED","NEVER MARRIED","no","yes","DIFFERENT STATE","yes","no",NA,"STRONG DEMOCRAT",NA,"cellphone","yes",NA,NA,NA,NA,"OTHER RELATIVE",NA,"50000 TO 250000","HEAD OF HOUSEHOLD","female","Heterosexual or straight","SUBURB, 12 LRGST","Voted","no","no",NA,"no","no","yes",NA,NA,"SUBURB, LRG CITY"
"57",63,NA,8313.75,4,2,1,14,NA,1,8,0,NA,5,5,NA,NA,2,0,NA,1,1,1,2,NA,2,1,2,NA,2,1,1,1,4,NA,2,5,6,0,NA,NA,2,NA,1,NA,1,3,0,1,NA,NA,"BALLOT C",NA,NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","APARTMENT HOUSE","CHOOSES 1 OF 2+",NA,"yes","no",NA,"MOTHER & FATHER","yes","no","female","KNOW GOD EXISTS","white",NA,"neither","widowed",NA,NA,NA,"SAME ST,DIF CITY","yes","no",NA,"NOT STR REPUBLICAN","SELF-EMPLOYED","cellphone","yes","yes","CANT DISCRIMINATE","no",NA,NA,"YES, IN RELATIONSHIP","BIG-CITY SUBURB",NA,"female","Bisexual","SUBURB, 12 LRGST","Voted","no",NA,NA,NA,"no",NA,NA,"government",NA
"58",44,NA,60967.5,NA,0,1,11,NA,1,NA,0,NA,5,NA,3,NA,NA,1,NA,3,2,NA,3,3,2,2,NA,2,2,NA,1,NA,3,2,NA,3,NA,0,5,1,2,2,2,3,5,2,0,NA,"Yes",NA,"BALLOT C","INSPIRED WORD",NA,"oppose","NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED",NA,NA,"High School diploma",NA,"NAMES 1",NA,NA,"NEVER MARRIED",NA,"MOTHER & FATHER",NA,"YES, MONEY",NA,"BELIEVE BUT DOUBTS",NA,"Yes",NA,NA,NA,"yes","yes","DIFFERENT STATE",NA,NA,"FULL-TIME",NA,"SOMEONE ELSE","cellphone",NA,"yes","OWNER DECIDES","no","foreign",NA,"NO, NO RELATIONSHIP","BIG-CITY SUBURB","HEAD OF HOUSEHOLD","female","Heterosexual or straight","SUBURB, 12 LRGST","Voted","no","no","no","no","no","yes","yes","government",NA
"59",56,NA,NA,5,10,3,11,46,NA,6,NA,NA,NA,NA,3,1,4,1,1,4,2,3,NA,3,NA,2,NA,NA,NA,1,2,1,NA,2,3,NA,NA,0,4,4,4,NA,2,NA,NA,NA,NA,1,"Yes","Yes",NA,"INSPIRED WORD","no","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"NAMES 1","no","no","NEVER MARRIED","1 GEN",NA,NA,NA,"female","KNOW GOD EXISTS",NA,NA,NA,NA,NA,"yes","yes","SAME CITY",NA,NA,NA,NA,NA,"PHONE ELSEWHERE","yes","yes",NA,NA,"MIDDLE ATLANTIC",NA,NA,NA,"HEAD OF HOUSEHOLD","female",NA,"SUBURB, 12 LRGST","Voted",NA,"no","no","no","no","no","no",NA,NA
